gene	Knum
NODE_8955_length_1734_cov_2834.983705_g6140_i0.p1	K12132
NODE_8956_length_1734_cov_2204.057936_g6141_i0.p1	K10866
NODE_8956_length_1734_cov_2204.057936_g6141_i0.p3	K1893
NODE_8957_length_1734_cov_1457.567290_g6142_i0.p1	K20478
NODE_8957_length_1734_cov_1457.567290_g6142_i0.p4	K23269
NODE_8958_length_1734_cov_1387.894991_g6143_i0.p1	K13177
NODE_8959_length_1734_cov_832.955944_g6144_i0.p2	K07604
NODE_8959_length_1734_cov_832.955944_g6144_i0.p1	K13806
NODE_895_length_4454_cov_508.695910_g587_i0.p1	K1949
NODE_8960_length_1734_cov_576.978877_g6145_i0.p1	K08202
NODE_8961_length_1734_cov_110.543754_g6146_i0.p1	K06620
NODE_8962_length_1734_cov_22.361497_g6147_i0.p1	K00773
NODE_8963_length_1733_cov_2193.164251_g6148_i0.p1	K10386
NODE_8963_length_1733_cov_2193.164251_g6148_i0.p4	K20225
NODE_8964_length_1733_cov_429.193237_g6149_i0.p1	K24524
NODE_8965_length_1733_cov_57.235507_g6150_i0.p1	K04744
NODE_8966_length_1733_cov_9.112923_g6151_i0.p1	K03546
NODE_8967_length_1732_cov_5178.160725_g3672_i1.p3	K02810
NODE_8967_length_1732_cov_5178.160725_g3672_i1.p2	K06178
NODE_8968_length_1732_cov_1800.722659_g6152_i0.p1	K0167
NODE_8969_length_1732_cov_1098.238671_g6153_i0.p1	K05273
NODE_896_length_4453_cov_29.746572_g588_i0.p1	K03469
NODE_896_length_4453_cov_29.746572_g588_i0.p3	K07374
NODE_8970_length_1732_cov_938.076737_g6154_i0.p1	K22614
NODE_8971_length_1732_cov_791.192749_g6153_i1.p1	K04819
NODE_8972_length_1732_cov_233.553474_g6155_i0.p1	K08799
NODE_8973_length_1732_cov_204.785498_g6156_i0.p1	K20478
NODE_8974_length_1732_cov_87.688822_g6157_i0.p1	K03771
NODE_8976_length_1731_cov_4411.527811_g6159_i0.p1	K21404
NODE_8977_length_1731_cov_1761.698912_g6160_i0.p1	K23214
NODE_8978_length_1731_cov_1118.522370_g6161_i0.p1	K22518
NODE_8978_length_1731_cov_1118.522370_g6161_i0.p3	K06965
NODE_8979_length_1731_cov_1105.425030_g6162_i0.p1	K14462
NODE_897_length_4451_cov_262.361454_g184_i1.p1	K04851
NODE_8980_length_1731_cov_760.203144_g6163_i0.p3	K05499
NODE_8980_length_1731_cov_760.203144_g6163_i0.p1	K13171
NODE_8981_length_1731_cov_526.955865_g6164_i0.p1	K08837
NODE_8982_length_1731_cov_406.522370_g6165_i0.p1	K16536
NODE_8986_length_1730_cov_6902.744102_g536_i2.p1	K00969
NODE_8987_length_1730_cov_1142.073805_g6167_i0.p1	K03010
NODE_8988_length_1730_cov_544.924380_g6168_i0.p1	K10405
NODE_898_length_4448_cov_451.790666_g589_i0.p1	K01692
NODE_8990_length_1730_cov_70.500907_g6169_i0.p1	K10053
NODE_8991_length_1730_cov_40.451301_g6170_i0.p1	K24879
NODE_8992_length_1730_cov_31.507562_g6171_i0.p2	K01953
NODE_8992_length_1730_cov_31.507562_g6171_i0.p1	K03546
NODE_8993_length_1729_cov_5028.017554_g6172_i0.p2	K01148
NODE_8995_length_1729_cov_4046.122276_g1233_i2.p2	K11498
NODE_8996_length_1729_cov_2265.205206_g6174_i0.p1	K13412
NODE_8997_length_1729_cov_1663.602300_g3406_i2.p1	K24225
NODE_8998_length_1729_cov_711.611380_g6175_i0.p1	K22733
NODE_8998_length_1729_cov_711.611380_g6175_i0.p2	K08023
NODE_8999_length_1729_cov_591.728814_g6176_i0.p1	K06400
NODE_899_length_4448_cov_344.372455_g493_i1.p1	K10696
NODE_89_length_9741_cov_357.633071_g50_i0.p1	K10408
NODE_8_length_14239_cov_1428.632467_g2_i3.p1	K10408
NODE_9000_length_1729_cov_482.352906_g6177_i0.p3	K11982
NODE_9000_length_1729_cov_482.352906_g6177_i0.p4	K17302
NODE_9001_length_1729_cov_257.148910_g6178_i0.p1	K20478
NODE_9002_length_1729_cov_68.848668_g6179_i0.p5	K03543
NODE_9003_length_1729_cov_38.176150_g3682_i1.p2	K18082
NODE_9004_length_1729_cov_36.010896_g6180_i0.p1	K03770
NODE_9005_length_1729_cov_26.942494_g1172_i1.p1	K20478
NODE_9006_length_1729_cov_26.254237_g6181_i0.p1	K08300
NODE_9007_length_1729_cov_17.137409_g6182_i0.p1	K03572
NODE_9008_length_1729_cov_11.937046_g6183_i0.p1	K25029
NODE_9009_length_1728_cov_7043.771048_g6184_i0.p1	K20478
NODE_900_length_4444_cov_3140.351958_g590_i0.p1	K18730
NODE_9010_length_1728_cov_1105.287099_g6185_i0.p1	K16475
NODE_9011_length_1728_cov_930.640824_g2_i9.p1	K20478
NODE_9012_length_1728_cov_656.608116_g6186_i0.p1	K13412
NODE_9013_length_1728_cov_566.470624_g6187_i0.p1	K08303
NODE_9014_length_1728_cov_344.780133_g6188_i0.p1	K14617
NODE_9016_length_1728_cov_30.370684_g6190_i0.p1	K03469
NODE_9017_length_1727_cov_4282.032727_g6191_i0.p1	K0821
NODE_9018_length_1727_cov_2451.176970_g6192_i0.p1	K14716
NODE_9019_length_1727_cov_1235.553939_g5919_i2.p1	K01530
NODE_901_length_4443_cov_2260.983967_g591_i0.p1	K20478
NODE_9020_length_1727_cov_563.829091_g6193_i0.p1	K05066
NODE_9021_length_1727_cov_448.127273_g6194_i0.p2	K05643
NODE_9021_length_1727_cov_448.127273_g6194_i0.p1	K03357
NODE_9023_length_1727_cov_22.192727_g6196_i0.p1	K03043
NODE_9024_length_1726_cov_3182.949666_g6197_i0.p1	K08202
NODE_9025_length_1726_cov_2540.540327_g6198_i0.p1	K20478
NODE_9026_length_1726_cov_1524.550030_g6113_i1.p1	K16464
NODE_9027_length_1726_cov_1047.583384_g5796_i1.p2	K01054
NODE_9027_length_1726_cov_1047.583384_g5796_i1.p4	K01054
NODE_9028_length_1726_cov_210.774409_g5522_i1.p1	K03771
NODE_9029_length_1726_cov_143.001819_g6199_i0.p1	K15196
NODE_902_length_4438_cov_359.282733_g592_i0.p1	K23954
NODE_9030_length_1726_cov_118.863554_g6200_i0.p2	K20478
NODE_9030_length_1726_cov_118.863554_g6200_i0.p1	K02331
NODE_9031_length_1726_cov_58.628260_g6201_i0.p1	K03491
NODE_9032_length_1726_cov_56.117647_g6202_i0.p1	K03785
NODE_9033_length_1726_cov_16.321407_g6203_i0.p1	K2185
NODE_9034_length_1725_cov_1986.424150_g4848_i1.p2	K13536
NODE_9035_length_1725_cov_1789.268204_g6204_i0.p1	K02350
NODE_9036_length_1725_cov_1051.834951_g6205_i0.p1	K19017
NODE_9037_length_1725_cov_1030.228155_g4695_i1.p1	K14462
NODE_903_length_4438_cov_183.404036_g593_i0.p1	K19503
NODE_903_length_4438_cov_183.404036_g593_i0.p4	K10643
NODE_903_length_4438_cov_183.404036_g593_i0.p2	K08300
NODE_903_length_4438_cov_183.404036_g593_i0.p5	K13868
NODE_9040_length_1725_cov_110.296117_g265_i2.p2	K10397
NODE_9040_length_1725_cov_110.296117_g265_i2.p1	K26157
NODE_9042_length_1725_cov_6.540049_g6209_i0.p1	K21440
NODE_9043_length_1724_cov_6081.564663_g6210_i0.p1	K04600
NODE_9044_length_1724_cov_1317.262902_g6211_i0.p1	K24518
NODE_9045_length_1724_cov_946.558591_g6212_i0.p1	K25636
NODE_9046_length_1724_cov_173.668488_g6213_i0.p1	K17785
NODE_9047_length_1724_cov_35.092896_g902_i5.p1	K16364
NODE_9048_length_1724_cov_31.939284_g6214_i0.p2	K03657
NODE_904_length_4436_cov_2146.603579_g594_i0.p1	K10396
NODE_9050_length_1724_cov_19.162113_g6216_i0.p2	K0714
NODE_9050_length_1724_cov_19.162113_g6216_i0.p5	K09060
NODE_9051_length_1724_cov_8.148148_g6217_i0.p1	K00235
NODE_9052_length_1723_cov_14226.160996_g6218_i0.p1	K13412
NODE_9053_length_1723_cov_2334.753949_g3060_i2.p4	K00262
NODE_9053_length_1723_cov_2334.753949_g3060_i2.p6	K19466
NODE_9054_length_1723_cov_2268.111179_g3060_i3.p5	K00262
NODE_9054_length_1723_cov_2268.111179_g3060_i3.p4	K19466
NODE_9055_length_1723_cov_1252.597205_g6219_i0.p1	K20283
NODE_9056_length_1723_cov_1030.173147_g4538_i1.p1	K13112
NODE_9057_length_1723_cov_974.972053_g6220_i0.p1	K10866
NODE_9058_length_1723_cov_373.426488_g6221_i0.p1	K12479
NODE_9059_length_1723_cov_129.705346_g6222_i0.p1	K22614
NODE_9060_length_1723_cov_18.761847_g6223_i0.p4	K25475
NODE_9060_length_1723_cov_18.761847_g6223_i0.p2	K08636
NODE_9061_length_1722_cov_13412.667477_g4517_i1.p1	K07080
NODE_9062_length_1722_cov_4279.539818_g6224_i0.p1	K01889
NODE_9063_length_1722_cov_3810.665653_g6225_i0.p1	K17497
NODE_9064_length_1722_cov_3552.200608_g6225_i1.p1	K17497
NODE_9065_length_1722_cov_1220.034650_g2959_i1.p1	K23368
NODE_9066_length_1722_cov_964.952584_g1148_i7.p3	K06580
NODE_9066_length_1722_cov_964.952584_g1148_i7.p7	K05040
NODE_9066_length_1722_cov_964.952584_g1148_i7.p4	K16750
NODE_9067_length_1722_cov_160.836474_g6226_i0.p1	K0883
NODE_9068_length_1722_cov_116.681459_g4716_i1.p1	K17560
NODE_9069_length_1722_cov_11.065046_g6227_i0.p1	K08054
NODE_906_length_4435_cov_113.927490_g564_i1.p1	K20276
NODE_906_length_4435_cov_113.927490_g564_i1.p6	K0107
NODE_9071_length_1721_cov_3036.037105_g424_i3.p1	K12824
NODE_9073_length_1721_cov_657.718370_g6228_i0.p1	K00799
NODE_9074_length_1721_cov_343.891727_g6229_i0.p1	K05350
NODE_9075_length_1721_cov_169.409976_g6230_i0.p1	K19533
NODE_9076_length_1721_cov_71.526156_g3435_i1.p1	K15293
NODE_9076_length_1721_cov_71.526156_g3435_i1.p4	K16213
NODE_9077_length_1721_cov_21.283455_g16_i25.p1	K11494
NODE_9078_length_1721_cov_18.049878_g16_i26.p1	K14389
NODE_9079_length_1721_cov_12.936131_g6231_i0.p1	K21572
NODE_907_length_4435_cov_23.398118_g231_i1.p3	K09193
NODE_9080_length_1721_cov_12.490876_g6232_i0.p1	K11849
NODE_9081_length_1720_cov_22932.203895_g5071_i1.p1	K02925
NODE_9082_length_1720_cov_12002.838710_g6233_i0.p1	K01785
NODE_9083_length_1720_cov_5498.629337_g6234_i0.p2	K08186
NODE_9084_length_1720_cov_3448.374924_g6111_i1.p1	K17388
NODE_9085_length_1720_cov_2055.446135_g1148_i8.p1	K16464
NODE_9086_length_1720_cov_830.463786_g1148_i9.p4	K05040
NODE_9086_length_1720_cov_830.463786_g1148_i9.p2	K16750
NODE_9087_length_1720_cov_681.077906_g6235_i0.p1	K05692
NODE_9088_length_1720_cov_41.398052_g6236_i0.p3	K05761
NODE_9089_length_1720_cov_27.918442_g6237_i0.p1	K00370
NODE_908_length_4433_cov_683.041093_g595_i0.p1	K16944
NODE_9090_length_1720_cov_22.149117_g6238_i0.p1	K04075
NODE_9091_length_1719_cov_8925.649817_g6239_i0.p6	K10484
NODE_9091_length_1719_cov_8925.649817_g6239_i0.p3	K0627
NODE_9092_length_1719_cov_1526.601705_g3638_i1.p1	K0712
NODE_9093_length_1719_cov_385.275883_g2006_i3.p1	K24680
NODE_9094_length_1719_cov_181.487820_g6240_i0.p1	K17686
NODE_9095_length_1719_cov_25.350183_g902_i6.p1	K05515
NODE_9096_length_1719_cov_20.018879_g6241_i0.p1	K07195
NODE_9097_length_1719_cov_15.480512_g6242_i0.p1	K16569
NODE_9098_length_1719_cov_13.415956_g6243_i0.p1	K00658
NODE_909_length_4430_cov_22.170457_g596_i0.p2	K16944
NODE_909_length_4430_cov_22.170457_g596_i0.p3	K04352
NODE_90_length_9740_cov_1432.696989_g51_i0.p1	K10706
NODE_90_length_9740_cov_1432.696989_g51_i0.p2	K00889
NODE_9100_length_1718_cov_1923.242535_g6245_i0.p1	K20478
NODE_9100_length_1718_cov_1923.242535_g6245_i0.p3	K20032
NODE_9101_length_1718_cov_1565.770871_g5919_i3.p1	K17491
NODE_9102_length_1718_cov_1199.487508_g6246_i0.p1	K07752
NODE_9104_length_1718_cov_75.439366_g6248_i0.p1	K10413
NODE_9105_length_1718_cov_49.801950_g5041_i1.p1	K07277
NODE_9106_length_1718_cov_19.716027_g6249_i0.p1	K05571
NODE_9107_length_1718_cov_16.938452_g6250_i0.p1	K17914
NODE_9108_length_1717_cov_755.607927_g6251_i0.p1	K15014
NODE_9109_length_1717_cov_620.864024_g6252_i0.p1	K10908
NODE_9109_length_1717_cov_620.864024_g6252_i0.p2	K07030
NODE_910_length_4428_cov_2284.979085_g597_i0.p2	K17255
NODE_910_length_4428_cov_2284.979085_g597_i0.p7	K1058
NODE_9110_length_1717_cov_449.891463_g6251_i1.p1	K15014
NODE_9111_length_1717_cov_118.468902_g2088_i1.p1	K08472
NODE_9111_length_1717_cov_118.468902_g2088_i1.p2	K00496
NODE_9112_length_1717_cov_31.934146_g6253_i0.p1	K03469
NODE_9113_length_1717_cov_16.432927_g6254_i0.p1	K23368
NODE_9114_length_1716_cov_5481.643685_g6255_i0.p4	K10418
NODE_9115_length_1716_cov_3738.020134_g6256_i0.p1	K14648
NODE_9116_length_1716_cov_2995.101891_g6257_i0.p1	K01356
NODE_9117_length_1716_cov_791.187309_g6063_i1.p1	K00342
NODE_9118_length_1716_cov_758.500915_g6258_i0.p1	K19679
NODE_9119_length_1716_cov_302.458816_g6259_i0.p1	K08838
NODE_9119_length_1716_cov_302.458816_g6259_i0.p2	K07333
NODE_911_length_4428_cov_98.225465_g598_i0.p1	K20276
NODE_9120_length_1716_cov_39.618060_g5900_i2.p1	K13721
NODE_9120_length_1716_cov_39.618060_g5900_i2.p2	K14835
NODE_9121_length_1716_cov_12.136669_g6260_i0.p2	K10798
NODE_9121_length_1716_cov_12.136669_g6260_i0.p1	K08789
NODE_9122_length_1716_cov_6.276388_g6261_i0.p4	K18041
NODE_9122_length_1716_cov_6.276388_g6261_i0.p1	K17889
NODE_9124_length_1715_cov_1591.485348_g6263_i0.p1	K05825
NODE_9125_length_1715_cov_1046.655067_g6264_i0.p1	K20478
NODE_9126_length_1715_cov_836.360806_g6265_i0.p1	K0627
NODE_9127_length_1715_cov_831.880342_g6266_i0.p1	K16808
NODE_9128_length_1715_cov_782.808913_g6266_i1.p1	K01104
NODE_912_length_4428_cov_96.151689_g598_i1.p1	K20276
NODE_9130_length_1715_cov_17.857143_g6268_i0.p1	K04959
NODE_9131_length_1715_cov_11.327228_g6269_i0.p1	K23898
NODE_9132_length_1714_cov_9171.894319_g517_i2.p3	K07953
NODE_9132_length_1714_cov_9171.894319_g517_i2.p1	K16538
NODE_9133_length_1714_cov_4007.420892_g2471_i1.p3	K04308
NODE_9133_length_1714_cov_4007.420892_g2471_i1.p1	K01893
NODE_9134_length_1714_cov_1367.830177_g6270_i0.p1	K21752
NODE_9135_length_1714_cov_564.331704_g5223_i1.p1	K01658
NODE_9136_length_1714_cov_283.271839_g6271_i0.p1	K02328
NODE_9137_length_1714_cov_241.858277_g819_i16.p2	K12013
NODE_9137_length_1714_cov_241.858277_g819_i16.p3	K12013
NODE_9138_length_1714_cov_40.685400_g6272_i0.p1	K10380
NODE_9139_length_1714_cov_14.910812_g6273_i0.p1	K00138
NODE_913_length_4428_cov_73.943461_g598_i2.p1	K20276
NODE_9140_length_1714_cov_7.882101_g6274_i0.p1	K08679
NODE_9141_length_1714_cov_6.781307_g6275_i0.p1	K07190
NODE_9142_length_1713_cov_25214.017726_g6276_i0.p1	K09609
NODE_9143_length_1713_cov_2696.647922_g4561_i1.p3	K12132
NODE_9144_length_1713_cov_1166.551345_g6277_i0.p1	K11018
NODE_9146_length_1713_cov_909.284841_g6279_i0.p1	K03663
NODE_9147_length_1713_cov_852.186430_g6280_i0.p4	K09022
NODE_9147_length_1713_cov_852.186430_g6280_i0.p1	K00922
NODE_9148_length_1713_cov_204.860024_g668_i1.p1	K11527
NODE_914_length_4427_cov_576.367816_g599_i0.p1	K08675
NODE_914_length_4427_cov_576.367816_g599_i0.p2	K01023
NODE_9151_length_1713_cov_23.188875_g6282_i0.p1	K02469
NODE_9152_length_1713_cov_18.545232_g900_i2.p1	K23424
NODE_9153_length_1713_cov_5.349633_g6283_i0.p1	K24637
NODE_9155_length_1712_cov_5073.839755_g2939_i1.p1	K01090
NODE_9157_length_1712_cov_1713.433028_g6286_i0.p1	K03546
NODE_9158_length_1712_cov_1712.022018_g6287_i0.p1	K08150
NODE_9159_length_1712_cov_1070.675229_g6288_i0.p1	K06106
NODE_915_length_4424_cov_1225.126064_g600_i0.p1	K1039
NODE_9160_length_1712_cov_958.047706_g6289_i0.p1	K03245
NODE_9161_length_1712_cov_814.577982_g6289_i1.p1	K03245
NODE_9162_length_1712_cov_666.324771_g6290_i0.p1	K13412
NODE_9163_length_1712_cov_397.456881_g2006_i4.p1	K23730
NODE_9164_length_1712_cov_390.825076_g3068_i1.p4	K00381
NODE_9165_length_1712_cov_284.915596_g6291_i0.p1	K08472
NODE_9166_length_1712_cov_68.951070_g6020_i1.p1	K06674
NODE_9167_length_1712_cov_29.293578_g6292_i0.p4	K15400
NODE_9168_length_1712_cov_20.496636_g6293_i0.p1	K04363
NODE_916_length_4420_cov_260.528897_g601_i0.p1	K03018
NODE_9170_length_1711_cov_3725.744186_g6295_i0.p1	K02519
NODE_9171_length_1711_cov_1522.745410_g6296_i0.p1	K03332
NODE_9172_length_1711_cov_822.217258_g6297_i0.p1	K14684
NODE_9173_length_1711_cov_300.510404_g2434_i1.p1	K03469
NODE_9174_length_1711_cov_143.317013_g6298_i0.p2	K13526
NODE_9174_length_1711_cov_143.317013_g6298_i0.p1	K1569
NODE_9175_length_1711_cov_83.130355_g825_i13.p1	K0749
NODE_9177_length_1711_cov_32.376989_g3695_i2.p3	K21449
NODE_9177_length_1711_cov_32.376989_g3695_i2.p1	K20276
NODE_9178_length_1711_cov_3.964504_g6300_i0.p1	K07190
NODE_9179_length_1710_cov_10034.949173_g4206_i2.p1	K14685
NODE_917_length_4417_cov_520.908525_g514_i2.p1	K19013
NODE_9180_length_1710_cov_3915.488059_g6301_i0.p1	K18730
NODE_9183_length_1710_cov_255.857930_g6303_i0.p1	K00498
NODE_9184_length_1710_cov_57.280465_g6304_i0.p1	K21932
NODE_9185_length_1710_cov_18.557869_g6305_i0.p2	K03469
NODE_9185_length_1710_cov_18.557869_g6305_i0.p1	K02946
NODE_9186_length_1710_cov_14.927740_g6306_i0.p1	K19352
NODE_9187_length_1709_cov_4767.180760_g6307_i0.p1	K20478
NODE_9187_length_1709_cov_4767.180760_g6307_i0.p3	K01066
NODE_9188_length_1709_cov_2809.810662_g6308_i0.p1	K22754
NODE_9189_length_1709_cov_1202.265931_g6309_i0.p1	K23994
NODE_918_length_4416_cov_4871.550588_g365_i1.p1	K21110
NODE_9190_length_1709_cov_1158.016544_g6310_i0.p1	K11449
NODE_9190_length_1709_cov_1158.016544_g6310_i0.p4	K01163
NODE_9191_length_1709_cov_722.001838_g6311_i0.p1	K20042
NODE_9193_length_1709_cov_43.519608_g2562_i1.p2	K02262
NODE_9193_length_1709_cov_43.519608_g2562_i1.p1	K14441
NODE_9194_length_1709_cov_17.673407_g6313_i0.p1	K14742
NODE_9195_length_1708_cov_678.136113_g6314_i0.p1	K06546
NODE_9197_length_1708_cov_146.480687_g3237_i1.p1	K12761
NODE_9199_length_1708_cov_44.859595_g6317_i0.p1	K06669
NODE_9199_length_1708_cov_44.859595_g6317_i0.p5	K23703
NODE_919_length_4410_cov_6318.660282_g112_i2.p4	K06840
NODE_919_length_4410_cov_6318.660282_g112_i2.p1	K10408
NODE_9200_length_1708_cov_14.361128_g6318_i0.p1	K15695
NODE_9201_length_1707_cov_21667.685890_g3193_i2.p1	K01192
NODE_9201_length_1707_cov_21667.685890_g3193_i2.p4	K00330
NODE_9202_length_1707_cov_3279.392025_g6319_i0.p1	K03254
NODE_9203_length_1707_cov_640.376074_g6320_i0.p1	K03980
NODE_9204_length_1707_cov_384.019632_g2127_i3.p2	K25100
NODE_9204_length_1707_cov_384.019632_g2127_i3.p1	K13723
NODE_9206_length_1707_cov_15.976687_g6322_i0.p2	K02342
NODE_9208_length_1706_cov_2067.791283_g6324_i0.p1	K12567
NODE_920_length_4408_cov_80.616948_g598_i3.p1	K20276
NODE_9210_length_1706_cov_235.043585_g6326_i0.p1	K07260
NODE_9211_length_1706_cov_102.427256_g6327_i0.p1	K05646
NODE_9212_length_1706_cov_52.517495_g6328_i0.p1	K11869
NODE_9213_length_1706_cov_15.413137_g6329_i0.p1	K01647
NODE_9214_length_1705_cov_2630.477273_g6330_i0.p1	K10421
NODE_9215_length_1705_cov_1812.119779_g6331_i0.p2	K12146
NODE_9216_length_1705_cov_1292.862408_g6332_i0.p1	K03546
NODE_9218_length_1705_cov_177.018428_g111_i7.p1	K18643
NODE_9218_length_1705_cov_177.018428_g111_i7.p3	K10408
NODE_9219_length_1705_cov_164.197789_g6334_i0.p1	K25619
NODE_921_length_4407_cov_2751.136490_g602_i0.p1	K10421
NODE_9220_length_1705_cov_62.239558_g2366_i1.p1	K10408
NODE_9221_length_1705_cov_49.898034_g6335_i0.p1	K24653
NODE_9222_length_1705_cov_14.403563_g6336_i0.p1	K12046
NODE_9222_length_1705_cov_14.403563_g6336_i0.p4	K24165
NODE_9223_length_1704_cov_2549.769514_g6337_i0.p2	K13210
NODE_9224_length_1704_cov_727.119238_g6338_i0.p1	K06889
NODE_9225_length_1704_cov_264.585126_g3068_i2.p5	K00381
NODE_9226_length_1704_cov_70.106945_g6339_i0.p1	K03469
NODE_9227_length_1704_cov_41.368777_g6340_i0.p1	K03469
NODE_9228_length_1704_cov_35.504610_g6341_i0.p1	K00643
NODE_9229_length_1704_cov_35.275968_g6342_i0.p1	K02356
NODE_922_length_4407_cov_1384.957275_g603_i0.p1	K14726
NODE_9230_length_1704_cov_2.810080_g6343_i0.p1	K03205
NODE_9232_length_1703_cov_654.194957_g6345_i0.p1	K20478
NODE_9233_length_1703_cov_498.741082_g6346_i0.p1	K2003
NODE_9234_length_1703_cov_18.476630_g6306_i1.p1	K19352
NODE_9235_length_1703_cov_12.893604_g6336_i1.p4	K24165
NODE_9235_length_1703_cov_12.893604_g6336_i1.p1	K12046
NODE_9236_length_1702_cov_7858.322462_g6347_i0.p1	K01873
NODE_9237_length_1702_cov_6146.516923_g6348_i0.p1	K17609
NODE_9238_length_1702_cov_1133.715077_g6349_i0.p1	K03725
NODE_9239_length_1702_cov_46.969231_g5893_i1.p1	K13110
NODE_923_length_4406_cov_1541.440517_g583_i2.p1	K20912
NODE_9240_length_1701_cov_9925.154557_g6350_i0.p1	K01265
NODE_9241_length_1701_cov_1176.469828_g6351_i0.p1	K17943
NODE_9242_length_1701_cov_949.336823_g1774_i15.p1	K05643
NODE_9243_length_1701_cov_946.145936_g1774_i16.p1	K05643
NODE_9244_length_1701_cov_509.898399_g6352_i0.p1	K02014
NODE_9245_length_1701_cov_137.411330_g6353_i0.p1	K15042
NODE_9246_length_1701_cov_39.048645_g6354_i0.p1	K03469
NODE_9247_length_1701_cov_37.775246_g692_i7.p1	K08127
NODE_9248_length_1701_cov_6.235837_g6355_i0.p1	K00525
NODE_9248_length_1701_cov_6.235837_g6355_i0.p2	K00525
NODE_9249_length_1700_cov_7757.894023_g5923_i1.p4	K08286
NODE_924_length_4406_cov_814.166551_g604_i0.p3	K01879
NODE_924_length_4406_cov_814.166551_g604_i0.p1	K01530
NODE_924_length_4406_cov_814.166551_g604_i0.p5	K07437
NODE_9250_length_1700_cov_2130.645718_g6356_i0.p1	K26087
NODE_9251_length_1700_cov_1365.076402_g5984_i2.p1	K16755
NODE_9252_length_1700_cov_44.925447_g6357_i0.p1	K03086
NODE_9252_length_1700_cov_44.925447_g6357_i0.p3	K04271
NODE_9253_length_1700_cov_39.515712_g6358_i0.p1	K1351
NODE_9254_length_1700_cov_16.927911_g6359_i0.p1	K09458
NODE_9255_length_1699_cov_25578.812577_g545_i3.p2	K01915
NODE_9255_length_1699_cov_25578.812577_g545_i3.p3	K20899
NODE_9256_length_1699_cov_6883.744760_g6360_i0.p1	K08829
NODE_9257_length_1699_cov_2716.696671_g6361_i0.p1	K01883
NODE_9258_length_1699_cov_2523.758940_g6362_i0.p1	K03546
NODE_925_length_4401_cov_355.539778_g605_i0.p1	K20478
NODE_9260_length_1699_cov_1634.762022_g6364_i0.p3	K07192
NODE_9260_length_1699_cov_1634.762022_g6364_i0.p1	K12042
NODE_9261_length_1699_cov_627.067201_g6365_i0.p4	K10485
NODE_9261_length_1699_cov_627.067201_g6365_i0.p3	K06696
NODE_9262_length_1699_cov_19.708385_g6366_i0.p1	K09228
NODE_9263_length_1698_cov_9666.473782_g6367_i0.p1	K15837
NODE_9264_length_1698_cov_6883.050586_g6368_i0.p1	K09527
NODE_9265_length_1698_cov_4283.571252_g6052_i2.p1	K13172
NODE_9266_length_1698_cov_3089.118445_g6369_i0.p1	K08711
NODE_9267_length_1698_cov_2917.706354_g6370_i0.p1	K25564
NODE_9268_length_1698_cov_717.471314_g724_i5.p2	K09680
NODE_9268_length_1698_cov_717.471314_g724_i5.p1	K04962
NODE_926_length_4401_cov_165.854070_g606_i0.p1	K02320
NODE_9270_length_1698_cov_169.113510_g6372_i0.p1	K01879
NODE_9271_length_1698_cov_103.947563_g6373_i0.p1	K08464
NODE_9272_length_1698_cov_15.056138_g6374_i0.p1	K21404
NODE_9273_length_1698_cov_10.985194_g6375_i0.p2	K02925
NODE_9275_length_1697_cov_5017.187037_g509_i10.p1	K05681
NODE_9276_length_1697_cov_545.249383_g1838_i6.p1	K0564
NODE_9277_length_1697_cov_408.696914_g6377_i0.p1	K01883
NODE_9278_length_1697_cov_398.937037_g1838_i7.p1	K0564
NODE_9279_length_1697_cov_348.252469_g6378_i0.p1	K21449
NODE_927_length_4401_cov_87.845976_g607_i0.p1	K21449
NODE_9280_length_1697_cov_117.066049_g6379_i0.p1	K16898
NODE_9281_length_1696_cov_1187.963558_g6380_i0.p1	K06994
NODE_9282_length_1696_cov_548.828907_g4912_i3.p1	K19533
NODE_9283_length_1696_cov_264.038913_g6381_i0.p1	K20478
NODE_9284_length_1696_cov_60.802965_g6382_i0.p2	K18595
NODE_9284_length_1696_cov_60.802965_g6382_i0.p1	K16606
NODE_9285_length_1696_cov_59.292156_g5925_i1.p1	K08711
NODE_9286_length_1696_cov_25.392217_g6383_i0.p1	K23009
NODE_9287_length_1696_cov_12.260037_g6384_i0.p3	K04299
NODE_9287_length_1696_cov_12.260037_g6384_i0.p2	K02001
NODE_9288_length_1695_cov_12974.090235_g3336_i2.p1	K04514
NODE_9289_length_1695_cov_3684.271941_g6385_i0.p1	K10547
NODE_928_length_4398_cov_4400.564916_g365_i2.p1	K21110
NODE_9290_length_1695_cov_1669.386279_g6386_i0.p1	K04079
NODE_9291_length_1695_cov_1426.724969_g6387_i0.p1	K01972
NODE_9292_length_1695_cov_1045.307787_g6388_i0.p1	K19685
NODE_9293_length_1695_cov_987.684178_g6389_i0.p1	K03327
NODE_9294_length_1695_cov_794.769468_g6390_i0.p2	K1148
NODE_9295_length_1695_cov_393.592089_g1529_i3.p2	K01580
NODE_9295_length_1695_cov_393.592089_g1529_i3.p4	K02183
NODE_9296_length_1695_cov_353.966007_g454_i8.p1	K19983
NODE_9297_length_1695_cov_334.365266_g454_i9.p1	K10402
NODE_9298_length_1695_cov_278.579110_g6391_i0.p1	K05293
NODE_9299_length_1695_cov_187.384425_g6392_i0.p1	K02945
NODE_929_length_4398_cov_473.367045_g608_i0.p1	K01870
